,text,category,polarity
3115,I take all my NYC guests to VT's.,anecdotes,positive
3776,The service is fine and they allow you to enjoy the view.,service,positive
1109,I have tried literally every restaurant on curry row.,anecdotes,neutral
2272,"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",ambience,positive
830,I have been to spice three times- twice during lunch and once at dinner.,anecdotes,neutral
3962,This is also where I was from.,anecdotes,neutral
2739,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",anecdotes,negative
219,I was there on sat.,anecdotes,neutral
1537,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",price,positive
2708,Service was slow had to wait to order and get food although not crowded.,service,negative
4834,"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.",food,neutral
2698,Waitstaff are very friendly.,service,positive
181,I've never been treated so rudely.,service,negative
2508,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food,positive
4375,There's something smooth about sipping sake upper east side style.,miscellaneous,positive
1716,"That place was awesome,,,  sally !",anecdotes,positive
4001,It was so bad I actually refused to pay for my food.,miscellaneous,negative
64,We usually go to the Chart House to celebrate a birthday or anniversary.,anecdotes,neutral
395,We were very pleasantly surprised.,miscellaneous,positive
818,The desserts are more appealing then stuffy overpriced French restaurants.,food,positive
2032,Perhaps the last reviewer (who stated she was treated with attitude) lives in a parallel universe because I have never had anything but a perfect experience at Yasuda.,anecdotes,conflict
2038,"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",ambience,positive
4633,"however, it's the service that leaves a bad taste in my mouth.",service,negative
3674,"The food here is rather good, but only if you like to wait for it.",food,positive
2112,"Once you become a regular, you are treated as one.",service,positive
1172,"We left, never to return.",anecdotes,negative
939,"After reading the good reviews of this restaurant, I decided to give it a try with two friends.",miscellaneous,neutral
2030,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,ambience,positive
4225,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,anecdotes,neutral
4186,There is actually space to breathe and the decor sets the tone for an intimate dinner.,ambience,positive
1195,i dont how this place is still running.,anecdotes,negative
1524,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",food,positive
662,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,ambience,positive
736,You can do it here.,miscellaneous,neutral
614,"Try the hot dogs too, they're snappy and delicious.",food,positive
4436,"This place is a literal hole-in-the-wall that is buried within Doyers, right off of Pell St (barber's alley) in Chinatown.",ambience,negative
2429,Was there Friday night.,miscellaneous,neutral
3844,The food was boring and expensive.,price,negative
2446,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",ambience,positive
3852,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,service,negative
4442,We were sorry to check them off our list as we had enjoyed and recommended the place in the past.,anecdotes,negative
435,Amma has the worst value for money I have experienced in NYC over the past 2 years.,price,negative
2715,"The food was below average, the service was pathetic, there was no ambience at all.",ambience,negative
1521,I lOVE THIS PLACE!,miscellaneous,positive
3188,"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",food,positive
2163,sometimes i get good food and ok service.,food,positive
1598,Skip this location and go to the one in Soho.,anecdotes,conflict
2864,"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",anecdotes,positive
4133,"great wine list (italian), good food, service was INITIALLY fine.",food,positive
1788,Over 100 different choices to create your own.,food,positive
1996,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",miscellaneous,conflict
581,So eat fast and order a lot.,miscellaneous,neutral
2256,Service was good and food is wonderful.,service,positive
1040,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,ambience,positive
1063,It seems like this is a place the locals like and the people working here liked it too.,miscellaneous,positive
142,We happened upon this place purely by accident and were pleased with the results.,miscellaneous,positive
1766,"For the location, the prices are very reasonable.",price,positive
3053,I knew upon visiting NYC that I wanted to try an orginal deli.,anecdotes,neutral
2427,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",ambience,positive
1562,I pray it stays open forever.,anecdotes,positive
840,i don't usually order wine with indian so i can't comment on their wine list or their wines.,food,neutral
507,"However, it's not worth a special trip.",anecdotes,negative
4038,"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",food,positive
1758,"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",service,positive
702,The establishment scores big points in presentation and style.,ambience,positive
143,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",food,positive
1199,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,miscellaneous,neutral
3917,"I wouldn't mind going back some time, but not before trying others nearby.",miscellaneous,conflict
1908,Delicious food at a great price but do not go here on a cold day and sit by the front door.,ambience,negative
623,It's convenient.,anecdotes,positive
1591,HIGHLY RECOMMENDED for a first date.,miscellaneous,positive
4420,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,service,positive
2960,"Service is great, takeout is good too.",food,positive
469,The sake menu should not be overlooked!,food,positive
