,text,term,start,end,polarity
919,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",fat,154,157,negative
2777,By far the best salad I have had in a fast food restaurant.,salad,16,21,positive
2444,Food was good not great not worth the wait or another visit,wait,38,42,negative
1662,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",waitstaff,4,13,negative
793,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",portion,52,59,conflict
2623,"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",table,43,48,negative
896,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,fresh tomatoes,52,66,positive
3148,Their coffee is quite good too!,coffee,6,12,positive
485,Fish was overdone.,Fish,0,4,negative
1333,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",lamb glazed with balsamic vinegar,50,83,positive
1153,The sauces used are also not that exciting.,sauces,4,10,negative
3477,"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dishes,118,124,neutral
3455,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",soups,112,117,positive
536,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",Asian appetizers,74,90,positive
835,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",dishes,128,134,positive
1369,I would like to return and try some of the other menu items when I don't have to rush off to a show.,menu items,49,59,positive
2208,What I didn't like was how the food came right after it was ordered.,food,31,35,negative
999,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",food,33,37,positive
1003,"Even though its good seafood, the prices are too high.",seafood,21,28,positive
2554,The entertainment was great they have shows that go on through out the dinner.,shows,38,43,positive
2069,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,0,12,positive
3435,"I found the food, service and value exceptional everytime I have been there.",value,30,35,positive
1672,"The food was amazing, the service was so attentive and personable, and how about that ambience!",food,4,8,positive
20,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",drinks,82,88,neutral
1739,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",ambience,37,45,positive
3116,The service is not consistently excellent -- just decent.,service,4,11,neutral
2083,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza,61,66,positive
1005,"In addition, the food is very good and the prices are reasonable.",food,17,21,positive
1450,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,4,28,positive
3363,Here you get the zen feel without feeling rigid.,zen feel,17,25,positive
430,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,Spicy Fried Clam Rolls,26,48,positive
557,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",corriander,136,146,neutral
3417,I have eaten there 3-4 times and the food was always good.,food,37,41,positive
3031,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",LOBSTER TAILS,52,65,positive
2701,"Well, this place is so Ghetto its not even funny.",place,11,16,negative
806,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",flour,102,107,positive
3204,Turned out there was full service upstairs and sat down.,service,26,33,positive
1487,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",open kitchen,71,83,positive
401,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",dim sum,4,11,negative
1415,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meal,97,101,neutral
1428,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",service,137,144,positive
1121,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",indian cuisine,63,77,positive
261,I had the Pad Thai and the noodles were sticky.,Pad Thai,10,18,negative
2533,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,72,76,positive
3152,"Despite the fact that the space is large, they've overcrowded the floor with tables.",space,26,31,positive
3179,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",Purple Haze,55,66,conflict
167,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,reservation,101,112,neutral
2591,"The food is very good for it's price, better than most fried dumplings I've had.",price,31,36,positive
563,I ordered the chu chu curry and my friend ordered the pad thai chicken.,pad thai chicken,54,70,neutral
3323,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,4,11,positive
568,Great bagels made the old-fashioned way.,bagels,6,12,positive
579,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",decor,4,9,positive
1590,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portion,88,95,positive
587,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service,15,22,positive
2138,"Aside from the rushed service, we were very impressed with the food and the drinks.",food,63,67,positive
27,"All the money went into the interior decoration, none of it went to the chefs.",interior decoration,28,47,positive
151,I love Indian food and consider myself to be quite an expert on it.,Indian food,7,18,positive
1460,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,table,76,81,neutral
3425,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",owner,81,86,positive
